skuId,coverType,seriesNumber,patternName,colorCode,colorName,productLineCode,productLineDescription,introDate,cleaningCode,description,capCode,faceContents,backContents,wearabilityCode,wearabilityDescription,specialtyFabricCode,specialtyFabricDescription,weltPattern,slipCoverProgram,horizRepeat,vertRepeat,leatherDotCode,leatherDotDescription,specialtyLeatherCode,specialtyLeatherDescription,marriedStyles,notes,postageStampSize,dropStatus,issues,sourceSheet,sourceRow
D200959,fabric,D2009,Promise,59,Thunder,MU,,2024-04-01,WS,"A soft, casual woven constructed of yarn-dyed boucle. Both textural and refined, Promise provides an organic look and feel through it's dimensional and tonal novelty yarns.",DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,70
D200972,fabric,D2009,Promise,72,Khaki,MU,,2024-04-01,WS,"A soft, casual woven constructed of yarn-dyed boucle. Both textural and refined, Promise provides an organic look and feel through it's dimensional and tonal novelty yarns.",DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,70
D200983,fabric,D2009,Promise,83,Powder,MU,,2024-04-01,WS,"A soft, casual woven constructed of yarn-dyed boucle. Both textural and refined, Promise provides an organic look and feel through it's dimensional and tonal novelty yarns.",DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,70
D201014,fabric,D2010,i-Rene,14,Nutmeg,MU,,2024-04-01,WS,"i-Rene uses finely textured polyester filament yarns to create a versatile, lifestyle plain woven fabric.  It's soft hand and heathered palette give the fabric it's casual feel  while paired with the cleanability of i-clean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,71
D201019,fabric,D2010,i-Rene,19,Spice,MU,,2024-04-01,WS,"i-Rene uses finely textured polyester filament yarns to create a versatile, lifestyle plain woven fabric.  It's soft hand and heathered palette give the fabric it's casual feel  while paired with the cleanability of i-clean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,71
D201025,fabric,D2010,i-Rene,25,Moss,MU,,2024-04-01,WS,"i-Rene uses finely textured polyester filament yarns to create a versatile, lifestyle plain woven fabric.  It's soft hand and heathered palette give the fabric it's casual feel  while paired with the cleanability of i-clean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,71
D201032,fabric,D2010,i-Rene,32,Oat,MU,,2024-04-01,WS,"i-Rene uses finely textured polyester filament yarns to create a versatile, lifestyle plain woven fabric.  It's soft hand and heathered palette give the fabric it's casual feel  while paired with the cleanability of i-clean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,71
D201052,fabric,D2010,i-Rene,52,Ash,MU,,2024-04-01,WS,"i-Rene uses finely textured polyester filament yarns to create a versatile, lifestyle plain woven fabric.  It's soft hand and heathered palette give the fabric it's casual feel  while paired with the cleanability of i-clean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,71
D201065,fabric,D2010,i-Rene,65,Mushroom,MU,,2024-04-01,WS,"i-Rene uses finely textured polyester filament yarns to create a versatile, lifestyle plain woven fabric.  It's soft hand and heathered palette give the fabric it's casual feel  while paired with the cleanability of i-clean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,71
D201081,fabric,D2010,i-Rene,81,Bluestone,MU,,2024-04-01,WS,"i-Rene uses finely textured polyester filament yarns to create a versatile, lifestyle plain woven fabric.  It's soft hand and heathered palette give the fabric it's casual feel  while paired with the cleanability of i-clean.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,71
D201331,fabric,D2013,Kerr,31,Linen,MU,,2024-04-01,S,Kerr features a novelty space-dyed boucle in both the warp and fill to create a beautiful tweed fabric that has subtle color movement and lots of depth. The texture of this dimensional action plain will beautifully lend itself to any interior style.,DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,72
D201354,fabric,D2013,Kerr,54,Tusk,MU,,2024-04-01,S,Kerr features a novelty space-dyed boucle in both the warp and fill to create a beautiful tweed fabric that has subtle color movement and lots of depth. The texture of this dimensional action plain will beautifully lend itself to any interior style.,DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,72
D201395,fabric,D2013,Kerr,95,Teal,MU,,2024-04-01,S,Kerr features a novelty space-dyed boucle in both the warp and fill to create a beautiful tweed fabric that has subtle color movement and lots of depth. The texture of this dimensional action plain will beautifully lend itself to any interior style.,DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,72
D201612,fabric,D2016,Coast,12,Coral,MU,,2024-04-01,W,"Coast is feature pattern that portrays various ocean coral varieties within a clean and modern woven design. The choice of a simple, two-color palette and delicate rendering, makes this pattern suitable for coastal spaces of any design style.",DR,100% Polyester,,N,Normal,,,,,28.46,28.35,,,,,,,,,,MASTER FABRICS,73
D201652,fabric,D2016,Coast,52,Moon,MU,,2024-04-01,W,"Coast is feature pattern that portrays various ocean coral varieties within a clean and modern woven design. The choice of a simple, two-color palette and delicate rendering, makes this pattern suitable for coastal spaces of any design style.",DR,100% Polyester,,N,Normal,,,,,28.46,28.35,,,,,,,,,,MASTER FABRICS,73
D201693,fabric,D2016,Coast,93,Aqua,MU,,2024-04-01,W,"Coast is feature pattern that portrays various ocean coral varieties within a clean and modern woven design. The choice of a simple, two-color palette and delicate rendering, makes this pattern suitable for coastal spaces of any design style.",DR,100% Polyester,,N,Normal,,,,,28.46,28.35,,,,,,,,,,MASTER FABRICS,73
D202732,fabric,D2027,i-Weekend,32,Buff,MU,,2024-04-01,W,"i-Weekend is a plush, warp knit velvet with a refined pile and exquisitely soft hand.  The fabric is piece dyed and overprinted to achieve its leather grain look and rich color.  It is finished with a generous fleece backing which round out the fabric’s body and hand.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,74
D202751,fabric,D2027,i-Weekend,51,Dove Grey,MU,,2024-04-01,W,"i-Weekend is a plush, warp knit velvet with a refined pile and exquisitely soft hand.  The fabric is piece dyed and overprinted to achieve its leather grain look and rich color.  It is finished with a generous fleece backing which round out the fabric’s body and hand.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,74
D202767,fabric,D2027,i-Weekend,67,Sable,MU,,2024-04-01,W,"i-Weekend is a plush, warp knit velvet with a refined pile and exquisitely soft hand.  The fabric is piece dyed and overprinted to achieve its leather grain look and rich color.  It is finished with a generous fleece backing which round out the fabric’s body and hand.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,74
D202775,fabric,D2027,i-Weekend,75,Chestnut,MU,,2024-04-01,W,"i-Weekend is a plush, warp knit velvet with a refined pile and exquisitely soft hand.  The fabric is piece dyed and overprinted to achieve its leather grain look and rich color.  It is finished with a generous fleece backing which round out the fabric’s body and hand.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,74
D202798,fabric,D2027,i-Weekend,98,Ocean,MU,,2024-04-01,W,"i-Weekend is a plush, warp knit velvet with a refined pile and exquisitely soft hand.  The fabric is piece dyed and overprinted to achieve its leather grain look and rich color.  It is finished with a generous fleece backing which round out the fabric’s body and hand.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,74
D203032,fabric,D2030,Howell,32,Sand,MU,,2024-04-01,W,"A timeless twill weave, Howell uses unique novelty yarns to create a subtle blend of colors and a soft hand.  This versatile base will effortlessly complement any motion or stationary frame.",DR,"73% Polyester, 27% Acrylic",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,75
D203034,fabric,D2030,Howell,34,Granite,MU,,2024-04-01,W,"A timeless twill weave, Howell uses unique novelty yarns to create a subtle blend of colors and a soft hand.  This versatile base will effortlessly complement any motion or stationary frame.",DR,"73% Polyester, 27% Acrylic",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,75
D203053,fabric,D2030,Howell,53,Ash,MU,,2024-04-01,W,"A timeless twill weave, Howell uses unique novelty yarns to create a subtle blend of colors and a soft hand.  This versatile base will effortlessly complement any motion or stationary frame.",DR,"73% Polyester, 27% Acrylic",,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,75
D203133,fabric,D2031,Lullaby,33,Porcelain,MU,,2024-04-01,WS,"Lullaby is a highly durable, performance fabric.  It's fine, dense, 100% polyester chenille balances performance with a super soft hand and a contrasting stria weave creates texture and subtle visual interest.",UR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,76
D203158,fabric,D2031,Lullaby,58,Steel,MU,,2024-04-01,WS,"Lullaby is a highly durable, performance fabric.  It's fine, dense, 100% polyester chenille balances performance with a super soft hand and a contrasting stria weave creates texture and subtle visual interest.",UR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,76
D203165,fabric,D2031,Lullaby,65,Taupe,MU,,2024-04-01,WS,"Lullaby is a highly durable, performance fabric.  It's fine, dense, 100% polyester chenille balances performance with a super soft hand and a contrasting stria weave creates texture and subtle visual interest.",UR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,76
D203173,fabric,D2031,Lullaby,73,Burlap,MU,,2024-04-01,WS,"Lullaby is a highly durable, performance fabric.  It's fine, dense, 100% polyester chenille balances performance with a super soft hand and a contrasting stria weave creates texture and subtle visual interest.",UR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,76
D203179,fabric,D2031,Lullaby,79,Mink,MU,,2024-04-01,WS,"Lullaby is a highly durable, performance fabric.  It's fine, dense, 100% polyester chenille balances performance with a super soft hand and a contrasting stria weave creates texture and subtle visual interest.",UR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,76
D203193,fabric,D2031,Lullaby,93,Mist,MU,,2024-04-01,WS,"Lullaby is a highly durable, performance fabric.  It's fine, dense, 100% polyester chenille balances performance with a super soft hand and a contrasting stria weave creates texture and subtle visual interest.",UR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,76
D203432,fabric,D2034,Doritt,32,Sand,CH,,2024-10-01,W,A dobby woven textured plain made with a blend of chenille and spun slub yarns. The tonal chenille and subtly irregular slub yarn combination create a look that is both soft to the touch and exhibits a more artisanal depth of color. The non-woven backing offers enhanced structure and stability.,DR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,77
D203436,fabric,D2034,Doritt,36,Birch,CH,,2024-10-01,W,A dobby woven textured plain made with a blend of chenille and spun slub yarns. The tonal chenille and subtly irregular slub yarn combination create a look that is both soft to the touch and exhibits a more artisanal depth of color. The non-woven backing offers enhanced structure and stability.,DR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,77
D203454,fabric,D2034,Doritt,54,Charcoal,CH,,2024-10-01,W,A dobby woven textured plain made with a blend of chenille and spun slub yarns. The tonal chenille and subtly irregular slub yarn combination create a look that is both soft to the touch and exhibits a more artisanal depth of color. The non-woven backing offers enhanced structure and stability.,DR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,77
D203475,fabric,D2034,Doritt,75,Suede,CH,,2024-10-01,W,A dobby woven textured plain made with a blend of chenille and spun slub yarns. The tonal chenille and subtly irregular slub yarn combination create a look that is both soft to the touch and exhibits a more artisanal depth of color. The non-woven backing offers enhanced structure and stability.,DR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,77
D203478,fabric,D2034,Doritt,78,Teak,CH,,2024-10-01,W,A dobby woven textured plain made with a blend of chenille and spun slub yarns. The tonal chenille and subtly irregular slub yarn combination create a look that is both soft to the touch and exhibits a more artisanal depth of color. The non-woven backing offers enhanced structure and stability.,DR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,77
D203830,fabric,D2038,Picchu,30,Snow,MU,,2024-10-01,W*B,"Engineered with cleanability, Picchu, is a new bleach cleanable lifestyle plain.  The expert combination of a heathered warp against solid fill yarns creates a softened, casual textile that will show off the subtle lines of upholstery.",DR,100% Olefin,,P,Performance,W*B,Bleach Cleanable,,,0.063,0.063,,,,,,,,,,MASTER FABRICS,78
D203859,fabric,D2038,Picchu,59,Carbon,MU,,2024-10-01,W*B,"Engineered with cleanability, Picchu, is a new bleach cleanable lifestyle plain.  The expert combination of a heathered warp against solid fill yarns creates a softened, casual textile that will show off the subtle lines of upholstery.",DR,100% Olefin,,P,Performance,W*B,Bleach Cleanable,,,0.063,0.063,,,,,,,,,,MASTER FABRICS,78
D203862,fabric,D2038,Picchu,62,Flax,MU,,2024-10-01,W*B,"Engineered with cleanability, Picchu, is a new bleach cleanable lifestyle plain.  The expert combination of a heathered warp against solid fill yarns creates a softened, casual textile that will show off the subtle lines of upholstery.",DR,100% Olefin,,P,Performance,W*B,Bleach Cleanable,,,0.063,0.063,,,,,,,,,,MASTER FABRICS,78
D203872,fabric,D2038,Picchu,72,Brown Sugar,MU,,2024-10-01,W*B,"Engineered with cleanability, Picchu, is a new bleach cleanable lifestyle plain.  The expert combination of a heathered warp against solid fill yarns creates a softened, casual textile that will show off the subtle lines of upholstery.",DR,100% Olefin,,P,Performance,W*B,Bleach Cleanable,,,0.063,0.063,,,,,,,,,,MASTER FABRICS,78
D203878,fabric,D2038,Picchu,78,Cocoa,MU,,2024-10-01,W*B,"Engineered with cleanability, Picchu, is a new bleach cleanable lifestyle plain.  The expert combination of a heathered warp against solid fill yarns creates a softened, casual textile that will show off the subtle lines of upholstery.",DR,100% Olefin,,P,Performance,W*B,Bleach Cleanable,,,0.063,0.063,,,,,,,,,,MASTER FABRICS,78
D203885,fabric,D2038,Picchu,85,Navy,MU,,2024-10-01,W*B,"Engineered with cleanability, Picchu, is a new bleach cleanable lifestyle plain.  The expert combination of a heathered warp against solid fill yarns creates a softened, casual textile that will show off the subtle lines of upholstery.",DR,100% Olefin,,P,Performance,W*B,Bleach Cleanable,,,0.063,0.063,,,,,,,,,,MASTER FABRICS,78
D205418,fabric,D2054,Amari,18,Sienna,MU,,2024-10-01,S,"Amari is a soft, textured pattern featuring chenille yarns  juxtaposed with a dry, nubby boucle.  A dynamic weave effect is used to create visual interest, resulting in textile that is suited to any interior aesthetic.",DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,79
D205429,fabric,D2054,Amari,29,Palmetto,MU,,2024-10-01,S,"Amari is a soft, textured pattern featuring chenille yarns  juxtaposed with a dry, nubby boucle.  A dynamic weave effect is used to create visual interest, resulting in textile that is suited to any interior aesthetic.",DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,79
D205431,fabric,D2054,Amari,31,Natural,MU,,2024-10-01,S,"Amari is a soft, textured pattern featuring chenille yarns  juxtaposed with a dry, nubby boucle.  A dynamic weave effect is used to create visual interest, resulting in textile that is suited to any interior aesthetic.",DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,hyphen-separator,MASTER FABRICS,79
D205487,fabric,D2054,Amari,87,Indigo,MU,,2024-10-01,S,"Amari is a soft, textured pattern featuring chenille yarns  juxtaposed with a dry, nubby boucle.  A dynamic weave effect is used to create visual interest, resulting in textile that is suited to any interior aesthetic.",DR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,79
D206517,fabric,D2065,Magnolia,17,Chestnut,MU,,2024-10-01,WS,"A sumptuously soft and dimensional piece dyed corduroy body cloth, Magnolia is woven up the roll on a full count fine warp with a durable chenille weft and heavy stuffer pick to create loft.",UR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,80
D206524,fabric,D2065,Magnolia,24,Sage,MU,,2024-10-01,WS,"A sumptuously soft and dimensional piece dyed corduroy body cloth, Magnolia is woven up the roll on a full count fine warp with a durable chenille weft and heavy stuffer pick to create loft.",UR,100% Polyester,,P,Performance,,,,,0,0,,,,,,,,,,MASTER FABRICS,80
D206659,fabric,D2066,i-Kudos,59,Lead,MU,,2024-10-01,W,"A pet-friendly base cloth, i-Kudos pairs performance with cleanability.  It is a warp knitted and has a subtle pile, giving it a velvet-like hand.  The pattern is pieced dyed and then over printed to provide visual interest and is finished with a fleece backing for added softness in upholstery.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,81
D206661,fabric,D2066,i-Kudos,61,Oyster,MU,,2024-10-01,W,"A pet-friendly base cloth, i-Kudos pairs performance with cleanability.  It is a warp knitted and has a subtle pile, giving it a velvet-like hand.  The pattern is pieced dyed and then over printed to provide visual interest and is finished with a fleece backing for added softness in upholstery.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,81
D206667,fabric,D2066,i-Kudos,67,Tawny,MU,,2024-10-01,W,"A pet-friendly base cloth, i-Kudos pairs performance with cleanability.  It is a warp knitted and has a subtle pile, giving it a velvet-like hand.  The pattern is pieced dyed and then over printed to provide visual interest and is finished with a fleece backing for added softness in upholstery.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,81
D206677,fabric,D2066,i-Kudos,77,Mocha,MU,,2024-10-01,W,"A pet-friendly base cloth, i-Kudos pairs performance with cleanability.  It is a warp knitted and has a subtle pile, giving it a velvet-like hand.  The pattern is pieced dyed and then over printed to provide visual interest and is finished with a fleece backing for added softness in upholstery.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,81
D206680,fabric,D2066,i-Kudos,80,Powder,MU,,2024-10-01,W,"A pet-friendly base cloth, i-Kudos pairs performance with cleanability.  It is a warp knitted and has a subtle pile, giving it a velvet-like hand.  The pattern is pieced dyed and then over printed to provide visual interest and is finished with a fleece backing for added softness in upholstery.",UR,100% Polyester,,P,Performance,"I, PF","iClean, Pet Friendly",,,0,0,,,,,,,,,,MASTER FABRICS,81
D206833,fabric,D2068,i-Beverley,33,Bone,CH,,2025-04-01,WS,"i-Beverley features a dobby weave with a subtle tone-on-tone design, balancing texture and versatility. A blend of chenille and filament yarns adds dimension, while the i-Clean® finish provides stain resistance for easy maintenance. Durable and stylish, it’s ideal for both motion and stationary furniture.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,82
D206860,fabric,D2068,i-Beverley,60,Pebble,CH,,2025-04-01,WS,"i-Beverley features a dobby weave with a subtle tone-on-tone design, balancing texture and versatility. A blend of chenille and filament yarns adds dimension, while the i-Clean® finish provides stain resistance for easy maintenance. Durable and stylish, it’s ideal for both motion and stationary furniture.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,82
D206871,fabric,D2068,i-Beverley,71,Mineral,CH,,2025-04-01,WS,"i-Beverley features a dobby weave with a subtle tone-on-tone design, balancing texture and versatility. A blend of chenille and filament yarns adds dimension, while the i-Clean® finish provides stain resistance for easy maintenance. Durable and stylish, it’s ideal for both motion and stationary furniture.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,82
D206876,fabric,D2068,i-Beverley,76,Coffee,CH,,2025-04-01,WS,"i-Beverley features a dobby weave with a subtle tone-on-tone design, balancing texture and versatility. A blend of chenille and filament yarns adds dimension, while the i-Clean® finish provides stain resistance for easy maintenance. Durable and stylish, it’s ideal for both motion and stationary furniture.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,82
D206893,fabric,D2068,i-Beverley,93,Ocean,CH,,2025-04-01,WS,"i-Beverley features a dobby weave with a subtle tone-on-tone design, balancing texture and versatility. A blend of chenille and filament yarns adds dimension, while the i-Clean® finish provides stain resistance for easy maintenance. Durable and stylish, it’s ideal for both motion and stationary furniture.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,82
D207119,fabric,D2071,i-Rockport,19,Salsa,MU,,2025-04-01,WS,"A durable, soft fabric, yarn-dye woven from finely spun yarns that give it a natural texture. Its unique weave structure enhances strength and stability, while a melange chenille yarn in the weft adds depth and subtle color variation. The result is a versatile fabric with a refined, organic look, ideal for upholstery and interiors.",UR,"85% Polyester 12% Cotton, 3% Rayon",,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,83
D207131,fabric,D2071,i-Rockport,31,Linen,MU,,2025-04-01,WS,"A durable, soft fabric, yarn-dye woven from finely spun yarns that give it a natural texture. Its unique weave structure enhances strength and stability, while a melange chenille yarn in the weft adds depth and subtle color variation. The result is a versatile fabric with a refined, organic look, ideal for upholstery and interiors.",UR,"85% Polyester 12% Cotton, 3% Rayon",,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,83
D207152,fabric,D2071,i-Rockport,52,Mushroom,MU,,2025-04-01,WS,"A durable, soft fabric, yarn-dye woven from finely spun yarns that give it a natural texture. Its unique weave structure enhances strength and stability, while a melange chenille yarn in the weft adds depth and subtle color variation. The result is a versatile fabric with a refined, organic look, ideal for upholstery and interiors.",UR,"85% Polyester 12% Cotton, 3% Rayon",,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,83
D207154,fabric,D2071,i-Rockport,54,Grey,MU,,2025-04-01,WS,"A durable, soft fabric, yarn-dye woven from finely spun yarns that give it a natural texture. Its unique weave structure enhances strength and stability, while a melange chenille yarn in the weft adds depth and subtle color variation. The result is a versatile fabric with a refined, organic look, ideal for upholstery and interiors.",UR,"85% Polyester 12% Cotton, 3% Rayon",,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,83
D207178,fabric,D2071,i-Rockport,78,Brownstone,MU,,2025-04-01,WS,"A durable, soft fabric, yarn-dye woven from finely spun yarns that give it a natural texture. Its unique weave structure enhances strength and stability, while a melange chenille yarn in the weft adds depth and subtle color variation. The result is a versatile fabric with a refined, organic look, ideal for upholstery and interiors.",UR,"85% Polyester 12% Cotton, 3% Rayon",,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,83
D207231,fabric,D2072,i-Nolina,31,Natural,MU,,2025-04-01,W,"A piece-dyed fabric with a basket weave structure, woven from fine chenille yarns for a soft, textured feel with a subtle bi-color effect. A filament warp adds stability, while a nonwoven backing provides weight and a crisp, tailored finish. Finished with i-Clean®performance technology, it's durable construction and refined look make it a versatile choice for upholstery.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,84
D207251,fabric,D2072,i-Nolina,51,Horizon,MU,,2025-04-01,W,"A piece-dyed fabric with a basket weave structure, woven from fine chenille yarns for a soft, textured feel with a subtle bi-color effect. A filament warp adds stability, while a nonwoven backing provides weight and a crisp, tailored finish. Finished with i-Clean®performance technology, it's durable construction and refined look make it a versatile choice for upholstery.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,84
D207252,fabric,D2072,i-Nolina,52,Flint,MU,,2025-04-01,W,"A piece-dyed fabric with a basket weave structure, woven from fine chenille yarns for a soft, textured feel with a subtle bi-color effect. A filament warp adds stability, while a nonwoven backing provides weight and a crisp, tailored finish. Finished with i-Clean®performance technology, it's durable construction and refined look make it a versatile choice for upholstery.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,84
D207257,fabric,D2072,i-Nolina,57,Graphite,MU,,2025-04-01,W,"A piece-dyed fabric with a basket weave structure, woven from fine chenille yarns for a soft, textured feel with a subtle bi-color effect. A filament warp adds stability, while a nonwoven backing provides weight and a crisp, tailored finish. Finished with i-Clean®performance technology, it's durable construction and refined look make it a versatile choice for upholstery.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,84
D207275,fabric,D2072,i-Nolina,75,Toast,MU,,2025-04-01,W,"A piece-dyed fabric with a basket weave structure, woven from fine chenille yarns for a soft, textured feel with a subtle bi-color effect. A filament warp adds stability, while a nonwoven backing provides weight and a crisp, tailored finish. Finished with i-Clean®performance technology, it's durable construction and refined look make it a versatile choice for upholstery.",DR,100% Polyester,,N,Normal,I,iClean,,,0,0,,,,,,,,,,MASTER FABRICS,84
D207432,fabric,D2074,Gail,32,Ecru,MU,,2025-04-01,W*B,"Exclusively created for La-Z-Boy, this classic basket weave construction adds depth and richness to the color, while a two-toned novelty chenille yarn woven in both the weft and warp enhances its plush softness. Made from 100% solution-dyed yarns, it offers exceptional durability and easy cleanability with soap and water or diluted bleach for tough stains.",UR,100% Polyester,,P,Performance,W*B,Bleach Cleanable,,,0,0,,,,,,,,,,MASTER FABRICS,85
D207451,fabric,D2074,Gail,51,Oyster,MU,,2025-04-01,W*B,"Exclusively created for La-Z-Boy, this classic basket weave construction adds depth and richness to the color, while a two-toned novelty chenille yarn woven in both the weft and warp enhances its plush softness. Made from 100% solution-dyed yarns, it offers exceptional durability and easy cleanability with soap and water or diluted bleach for tough stains.",UR,100% Polyester,,P,Performance,W*B,Bleach Cleanable,,,0,0,,,,,,,,,,MASTER FABRICS,85
D207460,fabric,D2074,Gail,60,Porcelain,MU,,2025-04-01,W*B,"Exclusively created for La-Z-Boy, this classic basket weave construction adds depth and richness to the color, while a two-toned novelty chenille yarn woven in both the weft and warp enhances its plush softness. Made from 100% solution-dyed yarns, it offers exceptional durability and easy cleanability with soap and water or diluted bleach for tough stains.",UR,100% Polyester,,P,Performance,W*B,Bleach Cleanable,,,0,0,,,,,,,,,,MASTER FABRICS,85
D207478,fabric,D2074,Gail,78,Fossil,MU,,2025-04-01,W*B,"Exclusively created for La-Z-Boy, this classic basket weave construction adds depth and richness to the color, while a two-toned novelty chenille yarn woven in both the weft and warp enhances its plush softness. Made from 100% solution-dyed yarns, it offers exceptional durability and easy cleanability with soap and water or diluted bleach for tough stains.",UR,100% Polyester,,P,Performance,W*B,Bleach Cleanable,,,0,0,,,,,,,,,,MASTER FABRICS,85
D207480,fabric,D2074,Gail,80,Lotus,MU,,2025-04-01,W*B,"Exclusively created for La-Z-Boy, this classic basket weave construction adds depth and richness to the color, while a two-toned novelty chenille yarn woven in both the weft and warp enhances its plush softness. Made from 100% solution-dyed yarns, it offers exceptional durability and easy cleanability with soap and water or diluted bleach for tough stains.",UR,100% Polyester,,P,Performance,W*B,Bleach Cleanable,,,0,0,,,,,,,,,,MASTER FABRICS,85
D207486,fabric,D2074,Gail,86,Navy,MU,,2025-04-01,W*B,"Exclusively created for La-Z-Boy, this classic basket weave construction adds depth and richness to the color, while a two-toned novelty chenille yarn woven in both the weft and warp enhances its plush softness. Made from 100% solution-dyed yarns, it offers exceptional durability and easy cleanability with soap and water or diluted bleach for tough stains.",UR,100% Polyester,,P,Performance,W*B,Bleach Cleanable,,,0,0,,,,,,,,,,MASTER FABRICS,85
D207538,fabric,D2075,Galloway,38,Pebble,MU,,2025-10-01,WS,Galloway combines a self-textured knit base with the subtle coloration of its print effect to create a tweed-like look. The result is a versatile fabric with natural texture and understated style.,UR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,86
D207565,fabric,D2075,Galloway,65,Shitake,MU,,2025-10-01,WS,Galloway combines a self-textured knit base with the subtle coloration of its print effect to create a tweed-like look. The result is a versatile fabric with natural texture and understated style.,UR,100% Polyester,,N,Normal,,,,,0,0,,,,,,,,,,MASTER FABRICS,86
